Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2004,2004,index,35,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2005,2005,index,95,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2006,2006,index,91,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2007,2007,index,140,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2008,2008,index,111,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2009,2009,index,117,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2010,2010,index,115,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2011,2011,index,72,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2012,2012,index,74,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2013,2013,index,78,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2014,2014,index,87,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2015,2015,index,115,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2016,2016,index,98,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2017,2017,index,155,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2018,2018,index,132,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2019,2019,index,108,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2020,2020,index,115,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1967,1967,index,6,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1968,1968,index,3,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1969,1969,index,2,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1970,1970,index,7,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1971,1971,index,2,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1972,1972,index,16,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1973,1973,index,11,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1974,1974,index,16,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1975,1975,index,15,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1976,1976,index,11,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1977,1977,index,6,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1978,1978,index,10,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1979,1979,index,4,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1980,1980,index,11,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1981,1981,index,9,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1982,1982,index,12,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1983,1983,index,13,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1984,1984,index,16,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1985,1985,index,9,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1986,1986,index,8,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1987,1987,index,14,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1988,1988,index,5,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1989,1989,index,0,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1990,1990,index,1,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1991,1991,index,4,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1992,1992,index,4,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1993,1993,index,3,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1994,1994,index,6,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1995,1995,index,11,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1997,1997,index,15,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1998,1998,index,12,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),1999,1999,index,20,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2000,2000,index,21,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2001,2001,index,8,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2002,2002,index,6,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2003,2003,index,11,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2004,2004,index,13,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2005,2005,index,27,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2006,2006,index,25,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2007,2007,index,32,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2008,2008,index,22,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2009,2009,index,26,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2010,2010,index,4,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2011,2011,index,11,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2012,2012,index,69,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2013,2013,index,87,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2014,2014,index,36,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2015,2015,index,91,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2016,2016,index,173,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2017,2017,index,64,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2018,2018,index,54,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2019,2019,index,62,Fc
2,Afghanistan,515,Apples,495,Export Quantity Index (2014-2016 = 100),2020,2020,index,84,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1985,1985,1000 $,20171,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1986,1986,1000 $,20114,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1987,1987,1000 $,20171,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1988,1988,1000 $,24055,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1989,1989,1000 $,21683,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1990,1990,1000 $,27034,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1991,1991,1000 $,17084,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1992,1992,1000 $,17637,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1993,1993,1000 $,27104,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1994,1994,1000 $,22078,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1995,1995,1000 $,18773,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1996,1996,1000 $,18135,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1997,1997,1000 $,21131,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1998,1998,1000 $,24601,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,1999,1999,1000 $,26119,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2000,2000,1000 $,29730,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2001,2001,1000 $,16600,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2002,2002,1000 $,5368,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2003,2003,1000 $,8795,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2004,2004,1000 $,10138,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2005,2005,1000 $,12557,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2006,2006,1000 $,11436,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2007,2007,1000 $,13478,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2008,2008,1000 $,7988,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2009,2009,1000 $,7069,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2010,2010,1000 $,12051,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2011,2011,1000 $,9499,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2012,2012,1000 $,37388,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2013,2013,1000 $,7917,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2014,2014,1000 $,11491,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2015,2015,1000 $,14980,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2016,2016,1000 $,13911,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2017,2017,1000 $,8147,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2018,2018,1000 $,8915,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2019,2019,1000 $,26689,Fc
2,Afghanistan,486,Bananas,64,Import Value Base Period Quantity,2020,2020,1000 $,22989,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1974,1974,1000 $,9,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1975,1975,1000 $,10,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1976,1976,1000 $,14,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1977,1977,1000 $,65,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1978,1978,1000 $,249,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1979,1979,1000 $,112,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1980,1980,1000 $,155,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1981,1981,1000 $,1604,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1982,1982,1000 $,2009,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1983,1983,1000 $,670,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1984,1984,1000 $,529,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1985,1985,1000 $,758,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1986,1986,1000 $,864,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1987,1987,1000 $,1516,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1988,1988,1000 $,1040,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1989,1989,1000 $,71,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1990,1990,1000 $,62,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1991,1991,1000 $,106,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1992,1992,1000 $,670,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1993,1993,1000 $,564,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1994,1994,1000 $,176,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1995,1995,1000 $,370,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1996,1996,1000 $,176,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1997,1997,1000 $,441,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1998,1998,1000 $,441,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,1999,1999,1000 $,282,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2000,2000,1000 $,108,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2001,2001,1000 $,670,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2002,2002,1000 $,681,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2003,2003,1000 $,1270,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2004,2004,1000 $,1073,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2005,2005,1000 $,151,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2006,2006,1000 $,1919,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2007,2007,1000 $,1398,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2008,2008,1000 $,2050,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2009,2009,1000 $,6621,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2010,2010,1000 $,3755,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2011,2011,1000 $,4881,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2012,2012,1000 $,8419,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2013,2013,1000 $,14518,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2014,2014,1000 $,11320,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2015,2015,1000 $,25129,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2016,2016,1000 $,5245,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2017,2017,1000 $,23430,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2018,2018,1000 $,26035,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2019,2019,1000 $,20821,Fc
2,Afghanistan,486,Bananas,65,Import Value Base Period Price,2020,2020,1000 $,17142,Fc
2,Afghanistan,486,Bananas,94,Export Value Base Quantity,2014,2014,1000 $,56,Fc
2,Afghanistan,486,Bananas,94,Export Value Base Quantity,2015,2015,1000 $,7,Fc
2,Afghanistan,486,Bananas,94,Export Value Base Quantity,2016,2016,1000 $,7,Fc
2,Afghanistan,486,Bananas,94,Export Value Base Quantity,2019,2019,1000 $,11,Fc
2,Afghanistan,486,Bananas,95,Export Value Base Price,2014,2014,1000 $,1,Fc
2,Afghanistan,486,Bananas,95,Export Value Base Price,2015,2015,1000 $,4,Fc
2,Afghanistan,486,Bananas,95,Export Value Base Price,2016,2016,1000 $,23,Fc
2,Afghanistan,486,Bananas,95,Export Value Base Price,2019,2019,1000 $,17,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1974,1974,index,0,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1975,1975,index,0,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1976,1976,index,0,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1977,1977,index,1,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1978,1978,index,2,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1979,1979,index,1,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1980,1980,index,1,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1981,1981,index,14,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1982,1982,index,14,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1983,1983,index,8,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1984,1984,index,5,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1985,1985,index,8,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1986,1986,index,9,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1987,1987,index,16,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1988,1988,index,13,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1989,1989,index,1,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1990,1990,index,1,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1991,1991,index,1,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1992,1992,index,6,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1993,1993,index,8,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1994,1994,index,2,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1995,1995,index,4,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1996,1996,index,2,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1997,1997,index,5,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1998,1998,index,6,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),1999,1999,index,4,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2000,2000,index,2,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2001,2001,index,6,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2002,2002,index,2,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2003,2003,index,6,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2004,2004,index,6,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2005,2005,index,1,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2006,2006,index,11,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2007,2007,index,10,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2008,2008,index,8,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2009,2009,index,24,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2010,2010,index,23,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2011,2011,index,24,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2012,2012,index,163,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2013,2013,index,60,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2014,2014,index,67,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2015,2015,index,195,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2016,2016,index,38,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2017,2017,index,99,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2018,2018,index,120,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2019,2019,index,288,Fc
2,Afghanistan,486,Bananas,462,Import Value Index (2014-2016 = 100),2020,2020,index,204,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1974,1974,index,55,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1975,1975,index,64,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1976,1976,index,57,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1977,1977,index,117,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1978,1978,index,115,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1979,1979,index,109,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1980,1980,index,117,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1981,1981,index,122,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1982,1982,index,98,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1983,1983,index,170,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1984,1984,index,146,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1985,1985,index,150,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1986,1986,index,149,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1987,1987,index,150,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1988,1988,index,179,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1989,1989,index,161,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1990,1990,index,201,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1991,1991,index,127,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1992,1992,index,131,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1993,1993,index,201,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1994,1994,index,164,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1995,1995,index,139,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1996,1996,index,135,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1997,1997,index,157,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1998,1998,index,183,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),1999,1999,index,194,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2000,2000,index,221,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2001,2001,index,123,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2002,2002,index,40,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2003,2003,index,65,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2004,2004,index,75,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2005,2005,index,93,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2006,2006,index,85,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2007,2007,index,100,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2008,2008,index,59,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2009,2009,index,53,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2010,2010,index,90,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2011,2011,index,71,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2012,2012,index,278,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2013,2013,index,59,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2014,2014,index,85,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2015,2015,index,111,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2016,2016,index,103,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2017,2017,index,61,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2018,2018,index,66,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2019,2019,index,198,Fc
2,Afghanistan,486,Bananas,464,Import Unit/Value Index (2014-2016 = 100),2020,2020,index,171,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1974,1974,index,0,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1975,1975,index,0,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1976,1976,index,0,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1977,1977,index,0,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1978,1978,index,2,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1979,1979,index,1,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1980,1980,index,1,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1981,1981,index,12,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1982,1982,index,14,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1983,1983,index,5,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1984,1984,index,4,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1985,1985,index,5,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1986,1986,index,6,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1987,1987,index,11,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1988,1988,index,7,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1989,1989,index,1,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1990,1990,index,0,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1991,1991,index,1,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1992,1992,index,5,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1993,1993,index,4,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1994,1994,index,1,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1995,1995,index,3,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1996,1996,index,1,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1997,1997,index,3,Fc
2,Afghanistan,486,Bananas,465,Import Quantity Index (2014-2016 = 100),1998,1998,index,3,Fc
